id,slug,url,name,description,category,platform,platform_role,tags,authors,repository,repository_host,registry,registry_name,doi,publication,website,blogpost,youtube,twitter,internetarchive,notes
d1e319,lithics3d,https://open-archaeo.info/post/lithics3d/,Lithics3D,An r package for processing and analyzing 3d scans of archaeological lithics.,Packages and libraries,R,language,3D modelling,cornelmpop,https://github.com/cornelmpop/Lithics3D,GitHub,,,,,,,,,https://archive.org/details/github.com-cornelmpop-Lithics3D_-_2019-05-03_13-16-34,
70f317,cherish,https://open-archaeo.info/post/cherish/,cherish,"Cherish is a tool that aids archaeologists and designers to represent historical, urban and archaeological structures and sites in 3d by means of image manipulation and sketching. Combine disparate data types such as photographs, illustrations, diagrams, text annotations, point cloud representation, etc, into a comprehensive 3d space, to make 3d sense of the data.",Standalone software,,,3D modelling,vicrucann,https://github.com/vicrucann/cherish,GitHub,,,,,,,,,,
1b98b6,meshlab,https://open-archaeo.info/post/meshlab/,meshlab,"These tools are meant to help you render orthographic views of 3d models for archaeological publication by simplifying, segmenting, cleaning and rendering 3d meshes.",Standalone software,Meshlab,host application,3D modelling,KevinCain,https://github.com/KevinCain/meshlab,GitHub,,,,,,,,,https://archive.org/details/github.com-KevinCain-meshlab_-_2016-10-29_04-39-53,
bb1577,rti,https://open-archaeo.info/post/rti/,rti,"Series of common tols used by most reflectance transformation imaging (rti) projects, plus some custom programs to help with the workflow from the camera to the output.",Scripts,Python,language,Photogrammetry,kmartinez,https://github.com/kmartinez/rti,GitHub,,,,,https://custom-imaging.co.uk/software/,,,,https://archive.org/details/github.com-kmartinez-rti_-_2019-05-29_15-38-12,
fd129f,rtibuilder,https://open-archaeo.info/post/rtibuilder/,RTIBuilder,A software interface to a set of tools that process your captured image set to produce the final rti files. The rtibuilder download includes the hemispherical harmonics (hsh) fitter to create .rti files.,Standalone software,,,Photogrammetry,culturalheritageimaging,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/Process/index.html,,,,,
a58971,rtiviewer,https://open-archaeo.info/post/rtiviewer/,RTIViewer,"Enables you to view and explore reflectance transformation imaging (rti) files at very high resolution (polynomial texture maps, hemispherical harmonics map, and multiview rti). You can view image files stored on your local file system, and remote files through http.",Standalone software,,,Photogrammetry,culturalheritageimaging,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/View/index.html,,,,,
03c958,photogrammetry-object-scannner,https://open-archaeo.info/post/photogrammetry-object-scannner/,photogrammetry-object-scannner,Created for the very-specific purpose of communicating via android with a raspberry pi running a scanner.,Standalone software,,,Photogrammetry,anatolian,https://github.com/anatolian/photogrammetry-object-scannner,GitHub,,,,,,,,,https://archive.org/details/github.com-anatolian-photogrammetry-object-scannner_-_2019-06-22_03-21-09,
9a80a4,arfloorplanapp,https://open-archaeo.info/post/arfloorplanapp/,ARFloorPlanApp,Floor plan app using augmented reality.,Standalone software,,,Augmented reality,carlsun98,https://github.com/carlsun98/ARFloorPlanApp,GitHub,,,,,,,,,https://archive.org/details/github.com-carlsun98-ARFloorPlanApp_-_2018-07-27_22-02-36,
0d2b48,arshm-release,https://open-archaeo.info/post/arshm-release/,arshm-release,Experimental mobile app demoing cultural heritage documentation tools in augmented reality. Supports capturing and annotating photos in 3d space. Proof-of-concept features in the app include image anchoring and surface drawing tools.,Packages and libraries,Mobile app,deployment,Augmented reality,zacharyliu,https://github.com/zacharyliu/arshm-release,GitHub,,,,,,,,,https://archive.org/details/github.com-zacharyliu-arshm-release_-_2018-07-27_23-22-39,
ef3100,dronesurveyplanner,https://open-archaeo.info/post/dronesurveyplanner/,DroneSurveyPlanner,This is a libreoffice calc spreadsheet designed to help you plan an aerial drone mapping survey mission.,Packages and libraries,LibreOffice Calc,host application,Drones|Aerial and satellite imagery,isaacullah,https://github.com/isaacullah/DroneSurveyPlanner,GitHub,,,,,http://isaacullah.github.io/DroneSurveyPlanner/,,,,https://archive.org/details/github.com-isaacullah-DroneSurveyPlanner_-_2018-01-02_23-32-47,
487d83,benmarwickdy-xyz-data-on-an-irregular-grid-to-an-interpolated-raster,https://open-archaeo.info/post/benmarwickdy-xyz-data-on-an-irregular-grid-to-an-interpolated-raster/,benmarwickDY-XYZ-data-on-an-irregular-grid-to-an-interpolated-raster.r,"Plotting remote sensing data, especially how to go from xyz data on an irregular grid to an interpolated raster",Scripts,R,language,Aerial and satellite imagery,benmarwick,https://gist.github.com/benmarwick/7331879,GitHub Gist,,,,,,,,,https://archive.org/details/gist.github.com-7331879_-_2015-12-27_20-29-23,
7ba458,al2o3-analysisapp,https://open-archaeo.info/post/al2o3-analysisapp/,Al2O3_AnalysisApp,Shiny app to analyse al2o3:c measurements,Scripts,R,language,Luminescence dating,RLumSK,https://github.com/crp2a/Al2O3_AnalysisApp,GitHub,,,,,,,,,https://archive.org/details/github.com-crp2a-Al2O3_AnalysisApp_-_2019-08-16_14-29-35,
37f7aa,luminescence,https://open-archaeo.info/post/luminescence/,Luminescence,Development version of the r package 'luminescence'. The r package 'luminescence' by the r-luminescence group provides a collection of various r functions for luminescence dating data analysis.,Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/R-Lum/Luminescence,GitHub,https://CRAN.R-project.org/package=Luminescence,CRAN,,,https://r-lum.github.io/Luminescence/,,,,https://archive.org/details/github.com-R-Lum-Luminescence_-_2021-02-01_17-37-18,
9b30eb,baylum,https://open-archaeo.info/post/baylum/,BayLum,"An r package for chronological bayesian models integrated for optically stimulated osl, luminescence dating",Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/crp2a/BayLum,GitHub,https://cran.r-project.org/package=BayLum,CRAN,10.5281/zenodo.4311265,https://doi.org/10.1016/j.quageo.2018.05.009,https://crp2a.github.io/BayLum/,,,,https://archive.org/details/github.com-crp2a-BayLum_-_2021-01-03_12-01-54,
8b17f4,rlummodel,https://open-archaeo.info/post/rlummodel/,RLumModel,Solving ordinary differential equations to understand luminescence,Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/R-Lum/RLumModel,GitHub,,,,,,,,,https://archive.org/details/github.com-R-Lum-RLumModel_-_2021-01-03_13-13-23,
5c354b,rcarb,https://open-archaeo.info/post/rcarb/,Rcarb,The r package 'rcarb' provides a collection of various r functions to model dose rates in carbonate-rich samples. The package is a translation of the 'matlab' program carb by roger p. Nathan,Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/R-Lum/RCarb,GitHub,,,,,,,,,https://archive.org/details/github.com-R-Lum-RCarb_-_2021-01-03_12-21-09,
91be4c,lumreader,https://open-archaeo.info/post/lumreader/,LumReader,R package to simulate a luminescence reader,Packages and libraries,R,language,Luminescence dating,dstreble,https://github.com/dstreble/LumReader,GitHub,,,,,,,,,https://archive.org/details/github.com-dstreble-LumReader_-_2017-01-26_13-55-17,
3838a3,tldating,https://open-archaeo.info/post/tldating/,Tldating,R package for tl dating,Packages and libraries,R,language,Luminescence dating,dstreble,https://github.com/dstreble/TLdating,GitHub,,,,,,,,,https://archive.org/details/github.com-dstreble-TLdating_-_2017-09-06_14-41-46,
e56c2f,shiny-tldating,https://open-archaeo.info/post/shiny-tldating/,shiny_Tldating,Shiny app for tl dating,Scripts,R,language,Luminescence dating,dstreble,https://github.com/dstreble/shiny_TLdating,GitHub,,,,,,,,,https://archive.org/details/github.com-dstreble-shiny_TLdating_-_2016-11-02_16-04-05,
